Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
WI-027,Dodge County,27.39,27,-3.5,30.89
WI-029,Door County,27.65,41,-2.04,29.69
WI-031,Douglas County,25.58,28,-3.98,29.56
WI-033,Dunn County,29.33,44,-1.77,31.1
WI-035,Eau Claire County,31.08,54,-0.76,31.84
WI-037,Florence County,24.45,15,-4.96,29.41
WI-039,Fond du Lac County,30.35,57,-0.04,30.39
WI-041,Forest County,29.21,50,-1.23,30.44
WI-043,Grant County,27.96,16,-4.93,32.89
WI-045,Green County,27.84,22,-5.74,33.58
WI-047,Green Lake County,29.41,46,-1.41,30.82
WI-049,Iowa County,25.3,9,-7.38,32.68
WI-051,Iron County,26.94,14,-6.03,32.97
WI-053,Jackson County,33.81,78,2.15,31.66
WI-055,Jefferson County,26.75,19,-5.23,31.98
WI-057,Juneau County,32.18,62,0.55,31.63
WI-059,Kenosha County,23.38,5,-8.91,32.29
WI-061,Kewaunee County,31.33,80,1.53,29.8
WI-063,La Crosse County,36.33,98,4.65,31.68
WI-065,Lafayette County,27.44,18,-6.21,33.65
WI-067,Langlade County,33.39,79,1.72,31.67
WI-069,Lincoln County,33.21,80,1.96,31.25
WI-071,Manitowoc County,33.98,100,4,29.98
WI-073,Marathon County,36.26,102,4.82,31.44
WI-075,Marinette County,26.56,31,-2.74,29.3
WI-077,Marquette County,28.32,34,-2.5,30.82
WI-078,Menominee County,31.79,73,0.83,30.96
WI-079,Milwaukee County,25.46,16,-5.57,31.03
WI-081,Monroe County,33.19,69,1.13,32.06
WI-083,Oconto County,29.94,62,0.11,29.83
WI-085,Oneida County,30.99,63,0.1,30.89
WI-087,Outagamie County,34.05,96,3.65,30.4
WI-089,Ozaukee County,26.83,25,-3.53,30.36
WI-091,Pepin County,27.9,32,-2.81,30.71
WI-093,Pierce County,25.77,18,-4.79,30.56
WI-095,Polk County,26.09,23,-4.11,30.2
WI-097,Portage County,36.31,99,4.86,31.45
WI-099,Price County,27.12,19,-5.12,32.24
WI-101,Racine County,24.04,9,-7.85,31.89
WI-103,Richland County,28.39,24,-3.89,32.28
WI-105,Rock County,27.79,22,-5.25,33.04
WI-107,Rusk County,30.52,53,-1.03,31.55
WI-109,St. Croix County,27.73,34,-2.62,30.35
WI-111,Sauk County,27.08,19,-4.91,31.99
WI-113,Sawyer County,27.79,30,-3.26,31.05
WI-115,Shawano County,33.94,92,3.01,30.93
WI-117,Sheboygan County,30.16,64,0.05,30.11
WI-119,Taylor County,32.1,67,-0.03,32.13
WI-121,Trempealeau County,32.06,57,0.51,31.55
WI-123,Vernon County,32.27,54,-0.51,32.78
WI-125,Vilas County,29.16,37,-2.57,31.73
WI-127,Walworth County,26.17,11,-7.21,33.38
WI-129,Washburn County,27.51,35,-2.65,30.16
WI-131,Washington County,27.52,26,-3.49,31.01
WI-133,Waukesha County,26.88,21,-4.99,31.87
WI-135,Waupaca County,35.32,100,4.42,30.9
WI-137,Waushara County,31.58,65,0.28,31.3
WI-139,Winnebago County,34.11,99,3.93,30.18
WI-141,Wood County,36.54,103,5.37,31.17
WY-001,Albany County,13.08,32,-2.02,15.1
WY-003,Big Horn County,10.5,19,-2.99,13.49
WY-005,Campbell County,9.84,9,-4.19,14.03
WY-007,Carbon County,14.65,42,-1.32,15.97
WY-009,Converse County,12.32,37,-2.09,14.41
WY-011,Crook County,11.35,4,-6,17.35
WY-013,Fremont County,14.29,63,-0.35,14.64
WY-015,Goshen County,11.55,19,-3.23,14.78
WY-017,Hot Springs County,12.63,57,-0.63,13.26
WY-019,Johnson County,11.5,14,-3.77,15.27
WY-021,Laramie County,13.95,37,-1.8,15.75
WY-023,Lincoln County,19.4,63,-0.41,19.81
WY-025,Natrona County,11.97,58,-0.49,12.46
WY-027,Niobrara County,14.66,61,-0.53,15.19
WY-029,Park County,17.67,15,-4.13,21.8
WY-031,Platte County,11.52,28,-2.71,14.23
WY-033,Sheridan County,13.57,7,-5.8,19.37
WY-035,Sublette County,16.15,33,-2.73,18.88
WY-037,Sweetwater County,9.29,67,-0.14,9.43
WY-039,Teton County,30.06,31,-4.48,34.54
WY-041,Uinta County,11.89,50,-0.81,12.7
WY-043,Washakie County,10.71,38,-1.52,12.23
WY-045,Weston County,12.96,39,-1.74,14.7
AK-013,Aleutians East Borough,49.96,57,2.4,47.56
AK-016,Aleutians West Census Area,60.11,40,-3.78,63.89
AK-020,Anchorage Municipality,67.3,46,-0.58,67.88
AK-050,Bethel Census Area,24.39,70,3.34,21.05
AK-060,Bristol Bay Borough,23.44,74,2.61,20.83
AK-068,Denali Borough,23.06,43,-0.32,23.38
AK-070,Dillingham Census Area,38.66,77,5.41,33.25
AK-090,Fairbanks North Star Borough,17.54,65,1.59,15.95
AK-100,Haines Borough,115.34,95,28.88,86.46
AK-105,Hoonah-Angoon Census Area,173.2,94,37.6,135.6
AK-110,Juneau City and Borough,210.41,89,43.28,167.13
AK-122,Kenai Peninsula Borough,56.37,26,-5.12,61.49
AK-130,Ketchikan Gateway Borough,202.8,95,48,154.8
AK-150,Kodiak Island Borough,70.41,76,7.83,62.58
AK-158,Kusilvak Census Area,25.55,92,6.64,18.91
AK-164,Lake and Peninsula Borough,38.9,70,3.67,35.23
AK-170,Matanuska-Susitna Borough,33.55,28,-2.65,36.2
AK-180,Nome Census Area,23.08,95,7.01,16.07
AK-185,North Slope Borough,13.85,89,2.97,10.88
AK-188,Northwest Arctic Borough,21.26,94,6.31,14.95
AK-195,Petersburg Borough,217.42,90,37.67,179.75
AK-198,Prince of Wales-Hyder Census Area,141.96,90,24.6,117.36
AK-220,Sitka City and Borough,182.98,88,28.46,154.52
AK-230,Skagway Municipality,100.11,93,23.38,76.73
AK-240,Southeast Fairbanks Census Area,19.04,58,1.21,17.83
AK-261,Valdez-Cordova Census Area,73.56,33,-4.12,77.68
AK-275,Wrangell City and Borough,173.96,92,32.66,141.3
AK-282,Yakutat City and Borough,200.47,49,-2.14,202.61
AK-290,Yukon-Koyukuk Census Area,17.5,76,2.18,15.32
